i,x,y,radius,DifPointsPercent,PixelsWithin,Mean_ndvi,Std_ndvi,Mean_savi,Std_savi,Mean_amplitude,Std_amplitude,Mode_lulc
0,6342,3946,25,94.3359375,288,0.47996877221078943,0.18379761982646028,0.30576115097344414,0.11261727094423797,0.15758447396919267,0.07829086429836297,20
7,2142,894,25,96.31410256410257,313,0.7089632755546603,0.1030282886702637,0.49589892775276023,0.08767514619754657,0.294511764714321,0.09374999648048384,39
9,6348,2628,25,95.97315436241611,320,0.7114997584130265,0.20165470346331751,0.5497071714563212,0.18904509091616614,0.34260317004888324,0.1911593236748911,41
25,1704,790,25,96.12676056338029,315,0.8750167735386436,0.042085750777177834,0.6950207183250645,0.0693120287742967,0.49664550524916173,0.0873944468218831,39
24,6970,1842,26,96.72346002621232,435,0.8248136119481937,0.047778631258902436,0.6020969368951737,0.07715100921511608,0.40956418231415154,0.073591096967684,20
37,6942,1714,25,96.23233908948194,356,0.8207642602420572,0.07362429062915533,0.5558258051393645,0.05720147022435387,0.3400016295670317,0.07345379466765078,20
36,6846,1856,25,96.69172932330827,368,0.8032720003548852,0.050607909369532744,0.5440764981047355,0.057932768650496375,0.39822720633734254,0.0633743843440816,20
28,7026,1808,25,96.76470588235294,388,0.8123241063287134,0.04315650987646205,0.5577701390336413,0.06109055484816777,0.3348734336825842,0.06726209388066808,20
21,7028,1764,25,94.83747609942638,235,0.8292298521626824,0.07166278304284471,0.5707068119886506,0.07275715760967898,0.32995215295938074,0.10588736123942216,20
32,1432,904,25,95.77981651376147,282,0.8722691745047696,0.028326592020170294,0.6724662551483039,0.05154784363053983,0.47665656653227584,0.0969773446765409,39
38,1638,824,23,95.80536912751678,307,0.8644910305206536,0.038120240558321736,0.6545777129221181,0.050712664096686864,0.460697402627659,0.05150488389321734,39
20,6990,1836,25,96.25,396,0.8097868819406534,0.048364089497882644,0.5625757940631082,0.05740992521239383,0.3581789728659321,0.06128249196400021,20
35,5994,5642,25,96.29080118694363,385,0.6866719790450763,0.08491895243708757,0.4350741059564513,0.0657671307556257,0.23248903389878542,0.05106819185288437,41
11,6956,1798,25,95.9214501510574,359,0.7921821403810685,0.07896804809047384,0.5461411227522172,0.09077552227119519,0.34039820186458547,0.09619354833795567,20
34,2084,904,25,95.66037735849056,275,0.8016956839409392,0.08369283317663477,0.6061349421505222,0.11548776877628052,0.36465241173148,0.13289807390830594,39
19,6978,1788,25,96.70014347202296,398,0.8298402684335888,0.03156183602733455,0.5576923812201263,0.035725266286962785,0.33676939301091857,0.04024278758196963,20
33,1468,866,25,96.08938547486034,284,0.8706779707696772,0.0342045712538014,0.6515863315019612,0.06133935581494685,0.4435497318789552,0.1321407818990139,39
23,6832,1810,26,96.5006729475101,407,0.8243248943669234,0.06260832075704571,0.5983810179023611,0.08061022388082464,0.4053467386871078,0.06877056690300846,20
15,1606,704,25,96.27228525121556,342,0.8443897042070324,0.032387582994954846,0.6189118680499849,0.04018200520149346,0.39270013857872116,0.09290932067292185,39
29,958,2336,23,96.0167714884696,251,0.8370101462209845,0.030795882667262096,0.573126409987807,0.03961507154229207,0.3745143988604804,0.034269503729531775,39
3,1564,946,23,95.73643410852713,262,0.8618358462395442,0.046829159493646896,0.6579910338776018,0.08935455011353566,0.42041775363856954,0.13910177223761921,39
8,6304,3940,25,95.97989949748744,333,0.6756446043142537,0.16966312128333902,0.42231463674454256,0.10199921854940998,0.266152272725949,0.0948003903599794,20
31,6946,1746,23,95.92198581560284,290,0.8231433542148001,0.07062854810895318,0.5634725706681252,0.06019030856978355,0.3695396086327401,0.06737715713312846,20
14,1516,964,25,95.56377079482439,280,0.8828018837591716,0.02893621206272583,0.6670122019923791,0.05749301397307786,0.4310038094178929,0.13108202818970116,39
13,1506,880,25,96.91629955947137,439,0.8707958204405648,0.031568423090271955,0.6765486073577284,0.07942753032994368,0.4870846207717872,0.1107903982619795,39
18,6974,1770,25,96.25187406296851,391,0.8244378910464666,0.034456752042834146,0.5548805559290815,0.039617976155871704,0.34442129899133705,0.050427657972412124,20
