i,x,y,radius,DifPointsPercent,PixelsWithin,Mean_ndvi,Std_ndvi,Mean_savi,Std_savi,Mean_amplitude,Std_amplitude,Mode_lulc
19,5176,6574,27,94.65020576131687,260,0.9329633097677641,0.019548897176512942,0.7782409326369973,0.03323177865767484,0.623778761986228,0.05215930735259971,39
37,4264,5570,27,95.41284403669725,290,0.8408492771832832,0.0378224060723891,0.5738190174408855,0.056034698433450894,0.3964840486991446,0.10887327723274924,39
28,4422,5244,27,95.46979865771812,282,0.8959054510010291,0.03679264344539412,0.6985674536853926,0.04413554960297559,0.5464640152390895,0.03611521263960502,39
6,4514,5940,27,95.46191247974068,333,0.7981392976425138,0.10213250961332283,0.5588335376268287,0.09940778071221051,0.4302860701966077,0.10568816174668152,39
13,5332,6538,27,96.85039370078741,470,0.916850729172744,0.02304382969371247,0.723765346216312,0.042669845557156104,0.5611149379965832,0.047786222860706856,39
4,5234,6412,27,95.63758389261746,371,0.8671057970181941,0.06848648568025316,0.634336762779246,0.09399341402665425,0.47386936622343395,0.1509588313499832,39
7,4696,6638,27,95.97423510466989,319,0.8874517310624704,0.03214412281916602,0.7086258803757483,0.038418624522841595,0.5473534738770361,0.05213043900769806,39
17,4564,6020,27,96.01181683899557,382,0.8782709812020657,0.026409972990490353,0.6972670222403388,0.04495146365655967,0.5757191229474187,0.055227406828181294,39
22,4708,5674,25,95.81881533101046,306,0.8582045464809412,0.05761586170631056,0.6543167639945261,0.08577656869195018,0.49329513228059385,0.11085366520247915,39
27,4404,5126,27,97.10144927536231,431,0.8328392978810049,0.052720188328846423,0.5862189434290205,0.05964171351375368,0.4298160412650273,0.05943487188307556,39
8,4722,5594,27,96.89189189189189,432,0.9140404553388906,0.03555468327784905,0.7454669538016735,0.04731765914739746,0.6076407107950028,0.046909081867377835,39
20,5326,6470,27,94.28571428571429,235,0.9053249301090581,0.04954434149357919,0.7111422270479743,0.09163558182336215,0.5484928647775349,0.17394973744871312,39
18,4996,5604,27,95.929203539823,330,0.8821624775788048,0.08896993051906824,0.6978510942957663,0.10864046421045088,0.5306071691659976,0.14071546904035184,39
9,5182,6096,27,96.37155297532657,391,0.9164104944129732,0.02282227438195586,0.7232594753839798,0.04078511065881213,0.6061118411537176,0.045625492758102355,39
21,5332,6662,27,96.5846994535519,411,0.9195684365511575,0.029184713370474718,0.7381907763840264,0.04659692479329189,0.5813086340639608,0.0684865644394228,39
31,4476,5898,27,96.5952080706179,468,0.8724726845484444,0.029520686681952242,0.6439528788573482,0.040460408427034716,0.5282838713333787,0.04260334258876268,39
11,5332,6606,27,96.13259668508287,296,0.9275001502390732,0.0315240009376987,0.7800287457190797,0.04332738391698224,0.6321940337718327,0.041419497144748144,39
1,4440,5876,27,94.8207171314741,218,0.8513762965180567,0.03019146544383459,0.6236391929380338,0.046215620348562324,0.5061760433797557,0.05792166882281083,39
14,4820,5376,25,95.03386004514672,175,0.9199928123131231,0.019063494944135846,0.7484676320384089,0.02094911744930683,0.5983649935327591,0.020522196188076772,39
3,4530,4978,27,96.43799472295514,417,0.9050227628773544,0.021795507411037286,0.7618963173153102,0.02754438453746307,0.5935245875783545,0.04142515837304774,39
10,5280,6574,27,95.69707401032703,296,0.9021907057450179,0.046291744780328305,0.7216289437125508,0.08070607363395263,0.5544590548661418,0.1499077611755777,39
38,4322,5852,27,96.26865671641791,385,0.839890048264913,0.06683317615550373,0.5839184099909651,0.0693647420022142,0.40836954122489283,0.09067666565242398,39
33,5004,5574,27,95.67669172932331,302,0.8772863337480328,0.09350097597357666,0.683609554223141,0.11835985997509733,0.5154380572413527,0.15755877384482134,39
16,4190,6050,27,96.34146341463415,422,0.8317195652963182,0.035661010805271356,0.5757740166940903,0.04467938991587759,0.4056818101480008,0.055431354300393976,39
34,5056,5434,27,95.8664546899841,357,0.9151860536301077,0.02171379234826567,0.7437576891556127,0.04554601211612223,0.6080058242781347,0.09664838260336915,39
32,4950,5706,27,95.71183533447685,276,0.9159407199857442,0.026082777544658577,0.724125899280963,0.03317416437931826,0.5841911476616988,0.03431070947048725,39
12,4454,4912,27,96.56488549618321,464,0.8760713522721716,0.0384810660505751,0.7259270946600447,0.056142746008441276,0.5642521587976624,0.09148351412407218,39
30,4472,4978,27,96.28610729023384,394,0.8551206054933265,0.04723124950189631,0.7093518307200853,0.07588110874256379,0.556624041673982,0.08123774473027537,39
35,5676,6884,27,96.4613368283093,439,0.9045015034588537,0.035032829779652996,0.6934532055205471,0.0570329814450363,0.517438965277465,0.07118064522957847,39
26,4046,1900,27,96.30177514792899,389,0.9340563541403647,0.01767868417128644,0.7823393797638662,0.030274965552108485,0.6349267858931119,0.031088551177307265,39
24,3900,5436,27,95.96330275229357,286,0.9204917279383491,0.02530661263638027,0.7212248054032273,0.041832638909078644,0.583019510126921,0.07156792784228459,39
36,3806,512,27,96.43916913946587,392,0.9275386123664588,0.0252096578021368,0.7836194779250852,0.04578025345560708,0.6318026694010143,0.040618806237218766,39
2,4476,5930,27,96.92101740294511,435,0.8455814194343715,0.05609055207707469,0.5793059567912716,0.07575163085825934,0.4513417324975853,0.08907216808139976,39
15,3776,506,27,95.81993569131832,345,0.9159027873276746,0.0325020008718647,0.7509896009816308,0.047896627918648,0.6055015596956175,0.0730053109167523,39
23,3844,4760,27,96.6321243523316,429,0.7959999295072712,0.07729701690405762,0.5436213282849136,0.06404335917039473,0.35695092352273666,0.07620417190013533,39
25,4016,5358,27,96.86609686609687,424,0.8990926682586314,0.03165713565877258,0.6723359004541603,0.04462038561721591,0.4988183438177116,0.08325201666832602,39
5,3888,528,27,96.85362517099863,420,0.9253358571872644,0.02820130755356236,0.7871858552359902,0.04832087781711908,0.6257006790440993,0.049137213394877345,39
0,4234,4770,27,96.6887417218543,448,0.8615515891840904,0.042729024304532,0.6389312704237934,0.06789617301257618,0.44873240400217657,0.11638731466939252,39
29,4458,5140,27,96.82539682539682,481,0.8465999966907428,0.052364838915234066,0.6004085487265604,0.06412579219449116,0.43461992405142424,0.07039997277341607,39
41,4540,6040,27,96.02543720190779,332,0.8774805896497127,0.024478922107610674,0.6830575564325695,0.03462151361430692,0.5536493378567033,0.03623284180782117,39
40,4498,5162,27,96.31979695431473,464,0.8467722038163482,0.01838490931815478,0.6142700674099448,0.055801088194196664,0.43771312561221976,0.053227674859604654,39
39,4326,5234,27,96.25187406296851,367,0.9017307619805479,0.01150900565821242,0.7209585969463507,0.02277756283191567,0.5571653198588252,0.030401088635531842,39
42,4700,5650,27,96.26436781609195,383,0.869463094335493,0.04535353133428709,0.6688622199749937,0.07072302492693903,0.5271935142086412,0.09538657573142657,39
48,5006,5648,25,95.95588235294117,271,0.9087640448083206,0.028734817671336677,0.7357650007312087,0.0645135559222195,0.5680167544429716,0.1061292377603301,39
51,3812,4752,27,96.57142857142857,432,0.7375237934600268,0.11642393105852925,0.5100126552146484,0.1023906109818403,0.30835797115395214,0.09960048984417588,39
46,5352,6524,27,96.23865110246433,434,0.9160225347177572,0.02593962682408769,0.7235831232998661,0.04307200686236508,0.5560395086886267,0.051357618002276395,39
55,3962,5390,27,95.66724436741768,320,0.8784034867257662,0.07537557291500085,0.6455292682676725,0.0925087267330611,0.44630271885026856,0.16354608442236387,39
54,3896,4782,27,96.51810584958217,413,0.8366350214170294,0.0707192081945381,0.626823452419997,0.10803860953083509,0.4228656542770488,0.11674763344924251,39
43,4714,5620,27,96.33286318758815,410,0.8983068051402584,0.03769152980848542,0.7133405423404691,0.050798153391940146,0.5862983943290155,0.05176743826011831,39
50,5904,7480,25,96.51898734177215,369,0.8920930198521112,0.058238961069236615,0.6799968128357459,0.0769370130291532,0.533830799673415,0.09523729664008919,39
47,4734,5682,25,95.30075187969925,301,0.862133369194779,0.05441993258477323,0.6743537416985171,0.0766715229649749,0.5033592866426891,0.10639308778699169,39
57,4216,5242,27,95.84055459272098,334,0.8822712481089897,0.03844521614516622,0.6858659079996249,0.060997458355876326,0.584611220300175,0.09450213521106163,39
45,5344,6592,27,95.68627450980392,263,0.9218417979003178,0.03708829887522917,0.7728959133458164,0.05282846281002402,0.624504159230522,0.058076756425253805,39
44,4930,5842,27,96.06299212598425,333,0.9080348906407296,0.05809315862589774,0.7495252432060042,0.06961507258858056,0.6439810282164266,0.09921376861719539,39
49,5606,6646,25,96.73105497771174,388,0.8744932921394192,0.04694853556571868,0.6980401002433738,0.07083220647748197,0.5518878638457919,0.08549205337396065,39
61,4488,4986,27,96.30642954856361,411,0.8747442261535163,0.0275505330674002,0.7372164272364213,0.04134547835517405,0.5714362354820879,0.0666674623647142,39
53,3864,4784,27,96.42857142857143,472,0.7950815854189558,0.04646385350585547,0.5336123185948575,0.05281178429198529,0.33362618067750643,0.06286618587161243,39
56,4102,5814,27,96.27507163323783,398,0.8646343522264097,0.030469070788424837,0.6332210924358774,0.04358185849254302,0.49091344187585245,0.05572903343902328,39
52,3860,4752,27,96.2532299741602,450,0.8025815768720714,0.0645497126854949,0.5538884531968716,0.06669709973594487,0.37655110208309844,0.08189204701387823,39
59,4254,4762,27,96.35854341736695,409,0.8577014681457702,0.043490025467424816,0.6307058685879691,0.0722476372343145,0.42629992739131306,0.13809025219629129,39
63,4526,5896,27,95.91078066914498,279,0.8545917763302833,0.038647870353691036,0.6111424215486541,0.05235798046021725,0.49128592811799765,0.05194703093957375,39
64,4540,5114,27,97.32685297691373,464,0.8654121083649178,0.025304310654407067,0.6957611120350237,0.04923659256922839,0.543323146034076,0.059905117063563995,39
67,4736,5654,27,96.46153846153847,361,0.8678539440676304,0.05597281881083966,0.6832540444023666,0.07592439063268164,0.5207452099783061,0.10936823467999415,39
66,4644,6962,27,95.93114241001565,361,0.8754967827053748,0.04164583812856856,0.697496657313254,0.05657243563674035,0.5520881387377111,0.09186328965126139,39
58,4230,1422,27,95.85798816568047,366,0.923468607364838,0.06510273230571895,0.7777104688466117,0.07534784235770198,0.5919115605430033,0.07951373803819692,39
65,4586,6228,27,95.66787003610108,287,0.84480537226464,0.07443195561848884,0.5993904964229643,0.10238504531686443,0.4238070556819552,0.14577987246481341,39
62,4516,5996,27,96.47779479326186,333,0.8753846666122762,0.04112196890015421,0.692943523312395,0.05559200570208457,0.5606263875394504,0.06101412857716893,39
71,5060,5644,27,96.24478442280946,436,0.9093631568767581,0.03355862873613914,0.739493795218192,0.04783524710994228,0.5719714340668479,0.05762881852548967,39
60,4334,5138,27,95.97701149425288,393,0.8732066355166346,0.05569365673869507,0.6097083510536747,0.06279591039270742,0.39701158459591257,0.11504424713611787,39
68,4908,6150,27,96.37462235649546,400,0.8947359438901983,0.04354636060895195,0.6837807732441888,0.06705165635823837,0.542843044736554,0.09494213008159919,39
72,5184,6058,27,96.72131147540983,393,0.9096172433155215,0.02247988626622863,0.6884407608986989,0.05612825379329949,0.5666651037447622,0.08690918945123573,39
77,3876,4810,26,96.61898569570872,445,0.7983486379257183,0.040943747616072876,0.5406542136943248,0.05181977916735614,0.32021215759123584,0.05642022420706815,39
76,5608,6680,27,97.16494845360825,461,0.8763414803862617,0.036753851686944644,0.7308490931103555,0.05648254249895854,0.5931603510305428,0.057205665698450786,39
73,5308,6522,27,96.34146341463415,413,0.9199768481439581,0.03268707697114655,0.728700790513192,0.0405552789394307,0.587515493634537,0.0449550088372558,39
69,4912,5566,27,96.5625,384,0.9059716856674623,0.029209263083606753,0.7314969939553452,0.03905579154440018,0.58316487784665,0.048475410055229096,39
78,4534,4998,25,96.49923896499239,369,0.9054981591712965,0.019346202107285194,0.7483754931135749,0.027706834747573555,0.5852352172175366,0.03843048325433614,39
79,4572,5034,25,96.4885496183206,372,0.897649954231403,0.044915711777322564,0.7209149635921351,0.05542931720311893,0.5475071273734341,0.06253945944102399,39
70,5050,5668,27,95.57522123893806,294,0.9259962071797475,0.013307942283257934,0.7787155762014393,0.022025598273168464,0.623695990360477,0.03974910304826603,39
75,5422,6582,27,95.77464788732394,379,0.9081545067903614,0.03600257867975037,0.7195230801439231,0.06166848694248037,0.6172846290447631,0.09156904832049136,39
74,5350,6548,27,96.33838383838383,452,0.9105619702469763,0.02952830818882129,0.722071114047574,0.04261275523326037,0.561971912482883,0.04290414161965074,39
80,4574,6134,25,94.90022172949003,236,0.8650828649535248,0.09521122798448388,0.6580375021575007,0.09515728174086142,0.5310289952668003,0.11621474976623593,39
81,4750,5636,25,95.7841483979764,339,0.8729844010777221,0.053590548675403665,0.6906265893738673,0.07611291879195473,0.5474084789586827,0.10369754017612298,39
82,3910,588,27,96.45669291338582,441,0.9256573960372095,0.020490040092757504,0.7888274547739961,0.042741255447880655,0.5935322116336337,0.05359461807598734,39
83,4050,1858,27,95.66037735849056,291,0.9348556252430944,0.016731118023861024,0.7830124834092591,0.02748011222266628,0.627354490854478,0.02617836628307889,39
90,4324,5628,27,96.44322845417237,419,0.8497242382290064,0.03570962980934126,0.6196154394545179,0.06784737354489918,0.48419249901167566,0.08003359213839864,39
92,4416,4908,27,97.06666666666666,459,0.8684944209602679,0.039780015682550664,0.711120212540603,0.05909637013213194,0.5561165807704229,0.10448835550643207,39
97,4972,5840,27,95.65217391304348,234,0.9259027293445765,0.02594274200606226,0.7636773896085849,0.03601440937513847,0.6788093234228516,0.03725853966253728,39
93,4526,5968,27,96.59442724458205,377,0.8087450522531253,0.1030654740883399,0.6169138866465733,0.12623992759635694,0.48481533076995315,0.13061471323622748,39
96,4960,5560,27,96.53979238754326,347,0.90801957010452,0.028294647148182733,0.7390662679946799,0.035697182081497025,0.604747068729236,0.04114583157029231,39
87,4156,1424,27,96.06188466947961,391,0.9248375543490613,0.04260140558919682,0.7602772344854586,0.05876844121475183,0.6044177574978078,0.05823204310016215,39
91,4352,5254,27,96.55172413793103,418,0.9033727302393473,0.012417979365317397,0.7309757709140422,0.023900472872825828,0.5566325549527963,0.02782299663940996,39
88,4220,5684,27,96.6896551724138,384,0.8153664828843152,0.06808480088512239,0.5375195636795519,0.05266147185289849,0.37338511303163563,0.05452429567718299,39
84,4060,5844,27,96.65697674418605,345,0.804024531830849,0.09049149295850416,0.5739128730026385,0.09426228361431542,0.42843543195699546,0.0992652967802,39
94,4558,5080,27,96.46341463414635,482,0.8825902181258443,0.05016811359836514,0.7208140071987335,0.05957875386956078,0.5521491471891985,0.06553396743492536,39
95,4662,5668,27,96.274217585693,372,0.8628944049501837,0.05359095095932902,0.6692934958664534,0.08165199221405564,0.5629113521207282,0.10100948698502941,39
86,4116,5914,27,95.42372881355932,280,0.8371993914308907,0.06404391407010945,0.6598514720780535,0.08062650884201868,0.5389787248442408,0.09008771735914933,39
99,5300,6572,27,95.63106796116504,345,0.9045828290881653,0.045347309261788135,0.7303906230134808,0.057701126595245664,0.5812789811329409,0.07753787557886901,39
89,4266,4734,27,96.37223974763407,382,0.8066549527413857,0.08690590121603205,0.5866257973205187,0.08654887389298764,0.36176424175670907,0.13141318255455015,39
85,4114,6040,27,96.25585023400936,349,0.889154927229056,0.03335431135540799,0.685680988987574,0.07077735423967067,0.5397641820774282,0.07608105158884508,39
100,5584,7378,27,96.4080459770115,393,0.868111292823452,0.03697074577354544,0.6615528052594101,0.07709753869842087,0.5063229375134497,0.09500193875314428,39
101,5892,6896,27,95.6268221574344,376,0.8962990704508688,0.04790555257446629,0.6978911053277368,0.060195109823265536,0.5307960990559878,0.07922460032135742,39
102,3388,3862,25,96.67149059334298,406,0.6683628823284292,0.10860155200346559,0.4674646256271019,0.10108454639932166,0.31611986410128284,0.07571431887699209,39
106,4450,5914,25,97.04968944099379,354,0.8609438116189015,0.039182056406948204,0.6004077497008796,0.05348720810482583,0.45400485680867825,0.08962295062773556,39
114,4192,1402,27,96.40625,347,0.9259861808067585,0.0724418362021978,0.77699728569419,0.07829380954145476,0.6207242996356432,0.08069290405650988,39
107,4488,5048,25,96.39889196675901,402,0.8979541114867124,0.024072170024294025,0.7241254120010536,0.04219746530301274,0.5409453841159833,0.039399503688326926,39
105,3886,4768,25,95.87301587301587,318,0.825133957902955,0.06285593188753671,0.5984691653307893,0.10212531225558306,0.41927370708313716,0.10124759316791877,39
108,3560,3492,27,96.30118890356671,427,0.7860404059954041,0.10397409479150606,0.5606105528026536,0.11265335854365797,0.3660672486349855,0.11797490967909117,39
103,3722,4176,25,96.51741293532338,345,0.8864264842619173,0.04926541297550335,0.6934467607733984,0.06295566136694615,0.486714451443998,0.0833809685059935,39
109,3878,5386,27,96.12676056338029,290,0.8978897686601365,0.05860706665382644,0.6916954590708368,0.10239206727108913,0.4863458211633269,0.18136909269808896,39
98,5198,6108,27,95.68567026194145,354,0.9164186602493074,0.023662178197150517,0.7403913409526741,0.036354843515157456,0.6207218352562124,0.04251843132418355,39
111,4092,1484,27,96.25187406296851,378,0.9227588080598085,0.03626938435509968,0.7530547916639799,0.05068141025413413,0.5659693571132778,0.056352835717712074,39
